model.layers.0.self_attn.q_proj Original: Kurtosis=1036.37, Min=-5.64, Max=6.46
model.layers.4.self_attn.v_proj Original: Kurtosis=56.12, Min=-8.67, Max=8.67
model.layers.4.self_attn.v_proj Hadamard: Kurtosis=0.39, Min=-2.08, Max=2.08
model.layers.4.self_attn.o_proj Original: Kurtosis=23.96, Min=-0.69, Max=0.69
model.layers.4.self_attn.o_proj Hadamard: Kurtosis=21.85, Min=-0.39, Max=0.51
model.layers.4.mlp.gate_proj Original: Kurtosis=1.50, Min=-2.65, Max=2.89
model.layers.4.mlp.gate_proj Hadamard: Kurtosis=0.13, Min=-0.86, Max=0.86
model.layers.4.mlp.up_proj Original: Kurtosis=1.50, Min=-2.65, Max=2.89
model.layers.4.mlp.up_proj Hadamard: Kurtosis=0.13, Min=-0.86, Max=0.86
model.layers.4.mlp.down_proj Original: Kurtosis=159.95, Min=-1.16, Max=1.16
model.layers.4.mlp.down_proj Hadamard: Kurtosis=0.83, Min=-0.10, Max=0.10
model.layers.5.self_attn.q_proj Original: Kurtosis=47.11, Min=-8.27, Max=8.27
model.layers.5.self_attn.q_proj Hadamard: Kurtosis=0.32, Min=-1.99, Max=2.20
model.layers.5.self_attn.k_proj Original: Kurtosis=47.11, Min=-8.27, Max=8.27
model.layers.5.self_attn.k_proj Hadamard: Kurtosis=0.32, Min=-1.99, Max=2.20
model.layers.5.self_attn.v_proj Original: Kurtosis=47.11, Min=-8.27, Max=8.27
model.layers.5.self_attn.v_proj Hadamard: Kurtosis=0.32, Min=-1.99, Max=2.20
model.layers.5.self_attn.o_proj Original: Kurtosis=17.13, Min=-0.51, Max=0.58
model.layers.5.self_attn.o_proj Hadamard: Kurtosis=14.84, Min=-0.38, Max=0.39
model.layers.5.mlp.gate_proj Original: Kurtosis=1.85, Min=-3.22, Max=3.22
model.layers.5.mlp.gate_proj Hadamard: Kurtosis=0.12, Min=-0.95, Max=0.95
model.layers.5.mlp.up_proj Original: Kurtosis=1.85, Min=-3.22, Max=3.22
model.layers.5.mlp.up_proj Hadamard: Kurtosis=0.12, Min=-0.95, Max=0.95
model.layers.5.mlp.down_proj Original: Kurtosis=117.02, Min=-1.39, Max=1.39
model.layers.5.mlp.down_proj Hadamard: Kurtosis=0.61, Min=-0.13, Max=0.13
model.layers.6.self_attn.q_proj Original: Kurtosis=49.84, Min=-9.35, Max=9.35
model.layers.6.self_attn.q_proj Hadamard: Kurtosis=0.33, Min=-2.27, Max=2.27
model.layers.6.self_attn.k_proj Original: Kurtosis=49.84, Min=-9.35, Max=9.35
model.layers.6.self_attn.k_proj Hadamard: Kurtosis=0.33, Min=-2.27, Max=2.27
model.layers.6.self_attn.v_proj Original: Kurtosis=49.84, Min=-9.35, Max=9.35
model.layers.6.self_attn.v_proj Hadamard: Kurtosis=0.33, Min=-2.27, Max=2.27
model.layers.6.self_attn.o_proj Original: Kurtosis=54.12, Min=-0.96, Max=0.96
model.layers.6.self_attn.o_proj Hadamard: Kurtosis=10.97, Min=-0.54, Max=0.54
model.layers.6.mlp.gate_proj Original: Kurtosis=6.66, Min=-5.14, Max=5.23
model.layers.6.mlp.gate_proj Hadamard: Kurtosis=0.07, Min=-1.15, Max=1.15
model.layers.6.mlp.up_proj Original: Kurtosis=6.66, Min=-5.14, Max=5.23
model.layers.6.mlp.up_proj Hadamard: Kurtosis=0.07, Min=-1.15, Max=1.15
model.layers.6.mlp.down_proj Original: Kurtosis=161.22, Min=-2.13, Max=2.13
model.layers.6.mlp.down_proj Hadamard: Kurtosis=0.41, Min=-0.13, Max=0.15
model.layers.7.self_attn.q_proj Original: Kurtosis=51.33, Min=-8.56, Max=8.56
model.layers.7.self_attn.q_proj Hadamard: Kurtosis=0.20, Min=-2.10, Max=2.14
model.layers.7.self_attn.k_proj Original: Kurtosis=51.33, Min=-8.56, Max=8.56
model.layers.7.self_attn.k_proj Hadamard: Kurtosis=0.20, Min=-2.10, Max=2.14
model.layers.7.self_attn.v_proj Original: Kurtosis=51.33, Min=-8.56, Max=8.56
model.layers.7.self_attn.v_proj Hadamard: Kurtosis=0.20, Min=-2.10, Max=2.14
model.layers.7.self_attn.o_proj Original: Kurtosis=29.04, Min=-0.65, Max=1.09
model.layers.7.self_attn.o_proj Hadamard: Kurtosis=15.93, Min=-0.47, Max=0.50
model.layers.7.mlp.gate_proj Original: Kurtosis=10.01, Min=-4.55, Max=6.03
model.layers.7.mlp.gate_proj Hadamard: Kurtosis=0.07, Min=-1.08, Max=1.13
model.layers.7.mlp.up_proj Original: Kurtosis=10.01, Min=-4.55, Max=6.03
model.layers.7.mlp.up_proj Hadamard: Kurtosis=0.07, Min=-1.08, Max=1.13
model.layers.7.mlp.down_proj Original: Kurtosis=2251.42, Min=-1.64, Max=7.61
model.layers.7.mlp.down_proj Hadamard: Kurtosis=4.18, Min=-0.35, Max=0.35
model.layers.8.self_attn.q_proj Original: Kurtosis=39.67, Min=-9.84, Max=11.53
model.layers.8.self_attn.q_proj Hadamard: Kurtosis=0.19, Min=-2.54, Max=2.59
model.layers.8.self_attn.k_proj Original: Kurtosis=39.67, Min=-9.84, Max=11.53
model.layers.8.self_attn.k_proj Hadamard: Kurtosis=0.19, Min=-2.54, Max=2.59
model.layers.8.self_attn.v_proj Original: Kurtosis=39.67, Min=-9.84, Max=11.53
model.layers.8.self_attn.v_proj Hadamard: Kurtosis=0.19, Min=-2.54, Max=2.59
model.layers.8.self_attn.o_proj Original: Kurtosis=32.84, Min=-1.03, Max=1.42
model.layers.8.self_attn.o_proj Hadamard: Kurtosis=21.13, Min=-1.10, Max=1.10
model.layers.8.mlp.gate_proj Original: Kurtosis=5.26, Min=-5.52, Max=5.84
model.layers.8.mlp.gate_proj Hadamard: Kurtosis=0.05, Min=-1.22, Max=1.22
model.layers.8.mlp.up_proj Original: Kurtosis=5.26, Min=-5.52, Max=5.84
model.layers.8.mlp.up_proj Hadamard: Kurtosis=0.05, Min=-1.22, Max=1.22
model.layers.8.mlp.down_proj Original: Kurtosis=111.76, Min=-3.06, Max=3.06
model.layers.8.mlp.down_proj Hadamard: Kurtosis=0.39, Min=-0.19, Max=0.20
model.layers.9.self_attn.q_proj Original: Kurtosis=47.02, Min=-8.82, Max=8.82
model.layers.9.self_attn.q_proj Hadamard: Kurtosis=0.14, Min=-2.07, Max=2.07
model.layers.9.self_attn.k_proj Original: Kurtosis=47.02, Min=-8.82, Max=8.82
model.layers.9.self_attn.k_proj Hadamard: Kurtosis=0.14, Min=-2.07, Max=2.07
model.layers.9.self_attn.v_proj Original: Kurtosis=47.02, Min=-8.82, Max=8.82
model.layers.9.self_attn.v_proj Hadamard: Kurtosis=0.14, Min=-2.07, Max=2.07
model.layers.9.self_attn.o_proj Original: Kurtosis=20.50, Min=-1.09, Max=1.09
model.layers.9.self_attn.o_proj Hadamard: Kurtosis=9.62, Min=-0.78, Max=0.78
model.layers.9.mlp.gate_proj Original: Kurtosis=3.36, Min=-6.11, Max=6.11
model.layers.9.mlp.gate_proj Hadamard: Kurtosis=0.06, Min=-1.22, Max=1.22
model.layers.9.mlp.up_proj Original: Kurtosis=3.36, Min=-6.11, Max=6.11
model.layers.9.mlp.up_proj Hadamard: Kurtosis=0.06, Min=-1.22, Max=1.22
model.layers.9.mlp.down_proj Original: Kurtosis=57.21, Min=-2.18, Max=2.18
model.layers.9.mlp.down_proj Hadamard: Kurtosis=0.27, Min=-0.20, Max=0.20
model.layers.10.self_attn.q_proj Original: Kurtosis=23.59, Min=-10.57, Max=10.57
model.layers.10.self_attn.q_proj Hadamard: Kurtosis=0.15, Min=-2.73, Max=2.73
model.layers.10.self_attn.k_proj Original: Kurtosis=23.59, Min=-10.57, Max=10.57
model.layers.10.self_attn.k_proj Hadamard: Kurtosis=0.15, Min=-2.73, Max=2.73
model.layers.10.self_attn.v_proj Original: Kurtosis=23.59, Min=-10.57, Max=10.57
model.layers.10.self_attn.v_proj Hadamard: Kurtosis=0.15, Min=-2.73, Max=2.73
model.layers.10.self_attn.o_proj Original: Kurtosis=143.35, Min=-1.21, Max=2.64
model.layers.10.self_attn.o_proj Hadamard: Kurtosis=31.96, Min=-1.79, Max=2.27
model.layers.10.mlp.gate_proj Original: Kurtosis=1.73, Min=-5.86, Max=6.03
model.layers.10.mlp.gate_proj Hadamard: Kurtosis=0.04, Min=-1.26, Max=1.35
model.layers.10.mlp.up_proj Original: Kurtosis=1.73, Min=-5.86, Max=6.03
model.layers.10.mlp.up_proj Hadamard: Kurtosis=0.04, Min=-1.26, Max=1.35
model.layers.10.mlp.down_proj Original: Kurtosis=108.21, Min=-2.61, Max=2.61
model.layers.10.mlp.down_proj Hadamard: Kurtosis=0.40, Min=-0.24, Max=0.24
model.layers.11.self_attn.q_proj Original: Kurtosis=33.46, Min=-10.05, Max=10.05
model.layers.11.self_attn.q_proj Hadamard: Kurtosis=0.11, Min=-2.18, Max=2.46
model.layers.11.self_attn.k_proj Original: Kurtosis=33.46, Min=-10.05, Max=10.05
model.layers.11.self_attn.k_proj Hadamard: Kurtosis=0.11, Min=-2.18, Max=2.46
model.layers.11.self_attn.v_proj Original: Kurtosis=33.46, Min=-10.05, Max=10.05
model.layers.11.self_attn.v_proj Hadamard: Kurtosis=0.11, Min=-2.18, Max=2.46
model.layers.11.self_attn.o_proj Original: Kurtosis=17.02, Min=-1.64, Max=1.64
model.layers.11.self_attn.o_proj Hadamard: Kurtosis=55.72, Min=-2.45, Max=2.45
model.layers.11.mlp.gate_proj Original: Kurtosis=1.72, Min=-5.66, Max=6.53
model.layers.11.mlp.gate_proj Hadamard: Kurtosis=0.03, Min=-1.43, Max=1.43
model.layers.11.mlp.up_proj Original: Kurtosis=1.72, Min=-5.66, Max=6.53
model.layers.11.mlp.up_proj Hadamard: Kurtosis=0.03, Min=-1.43, Max=1.43
model.layers.11.mlp.down_proj Original: Kurtosis=144.09, Min=-3.00, Max=3.00
model.layers.11.mlp.down_proj Hadamard: Kurtosis=0.54, Min=-0.29, Max=0.30
model.layers.12.self_attn.q_proj Original: Kurtosis=40.35, Min=-10.78, Max=10.78
model.layers.12.self_attn.q_proj Hadamard: Kurtosis=0.17, Min=-2.31, Max=2.43
model.layers.12.self_attn.k_proj Original: Kurtosis=40.35, Min=-10.78, Max=10.78
model.layers.12.self_attn.k_proj Hadamard: Kurtosis=0.17, Min=-2.31, Max=2.43
model.layers.12.self_attn.v_proj Original: Kurtosis=40.35, Min=-10.78, Max=10.78
model.layers.12.self_attn.v_proj Hadamard: Kurtosis=0.17, Min=-2.31, Max=2.43
model.layers.12.self_attn.o_proj Original: Kurtosis=18.13, Min=-1.20, Max=1.20
model.layers.12.self_attn.o_proj Hadamard: Kurtosis=19.60, Min=-1.23, Max=1.33
model.layers.12.mlp.gate_proj Original: Kurtosis=2.58, Min=-5.36, Max=7.23
model.layers.12.mlp.gate_proj Hadamard: Kurtosis=0.04, Min=-1.57, Max=1.57
model.layers.12.mlp.up_proj Original: Kurtosis=2.58, Min=-5.36, Max=7.23
model.layers.12.mlp.up_proj Hadamard: Kurtosis=0.04, Min=-1.57, Max=1.57
model.layers.12.mlp.down_proj Original: Kurtosis=74.45, Min=-3.11, Max=3.32
model.layers.12.mlp.down_proj Hadamard: Kurtosis=0.29, Min=-0.27, Max=0.27
model.layers.13.self_attn.q_proj Original: Kurtosis=45.46, Min=-11.07, Max=11.07
model.layers.13.self_attn.q_proj Hadamard: Kurtosis=0.21, Min=-2.60, Max=2.60
model.layers.13.self_attn.k_proj Original: Kurtosis=45.46, Min=-11.07, Max=11.07
model.layers.13.self_attn.k_proj Hadamard: Kurtosis=0.21, Min=-2.60, Max=2.60
model.layers.13.self_attn.v_proj Original: Kurtosis=45.46, Min=-11.07, Max=11.07
model.layers.13.self_attn.v_proj Hadamard: Kurtosis=0.21, Min=-2.60, Max=2.60
model.layers.13.self_attn.o_proj Original: Kurtosis=8.58, Min=-1.07, Max=1.20
model.layers.13.self_attn.o_proj Hadamard: Kurtosis=16.66, Min=-1.40, Max=1.40
model.layers.13.mlp.gate_proj Original: Kurtosis=4.09, Min=-5.47, Max=7.73
model.layers.13.mlp.gate_proj Hadamard: Kurtosis=0.03, Min=-1.48, Max=1.48
model.layers.13.mlp.up_proj Original: Kurtosis=4.09, Min=-5.47, Max=7.73
model.layers.13.mlp.up_proj Hadamard: Kurtosis=0.03, Min=-1.48, Max=1.48
model.layers.13.mlp.down_proj Original: Kurtosis=109.87, Min=-3.31, Max=4.01
model.layers.13.mlp.down_proj Hadamard: Kurtosis=0.33, Min=-0.27, Max=0.31
model.layers.14.self_attn.q_proj Original: Kurtosis=40.83, Min=-11.95, Max=11.95
model.layers.14.self_attn.q_proj Hadamard: Kurtosis=0.19, Min=-2.70, Max=2.70
model.layers.14.self_attn.k_proj Original: Kurtosis=40.83, Min=-11.95, Max=11.95
model.layers.14.self_attn.k_proj Hadamard: Kurtosis=0.19, Min=-2.70, Max=2.70
model.layers.14.self_attn.v_proj Original: Kurtosis=40.83, Min=-11.95, Max=11.95
model.layers.14.self_attn.v_proj Hadamard: Kurtosis=0.19, Min=-2.70, Max=2.70
model.layers.14.self_attn.o_proj Original: Kurtosis=8.47, Min=-1.46, Max=1.61
model.layers.14.self_attn.o_proj Hadamard: Kurtosis=15.32, Min=-1.60, Max=1.60
model.layers.14.mlp.gate_proj Original: Kurtosis=4.38, Min=-5.86, Max=8.85
model.layers.14.mlp.gate_proj Hadamard: Kurtosis=0.03, Min=-1.61, Max=1.61
model.layers.14.mlp.up_proj Original: Kurtosis=4.38, Min=-5.86, Max=8.85
model.layers.14.mlp.up_proj Hadamard: Kurtosis=0.03, Min=-1.61, Max=1.61
model.layers.14.mlp.down_proj Original: Kurtosis=275.65, Min=-5.40, Max=5.40
model.layers.14.mlp.down_proj Hadamard: Kurtosis=0.62, Min=-0.40, Max=0.40
model.layers.15.self_attn.q_proj Original: Kurtosis=37.17, Min=-12.45, Max=12.45
model.layers.15.self_attn.q_proj Hadamard: Kurtosis=0.17, Min=-2.65, Max=2.66
model.layers.15.self_attn.k_proj Original: Kurtosis=37.17, Min=-12.45, Max=12.45
model.layers.15.self_attn.k_proj Hadamard: Kurtosis=0.17, Min=-2.65, Max=2.66
model.layers.15.self_attn.v_proj Original: Kurtosis=37.17, Min=-12.45, Max=12.45
model.layers.15.self_attn.v_proj Hadamard: Kurtosis=0.17, Min=-2.65, Max=2.66
model.layers.15.self_attn.o_proj Original: Kurtosis=8.78, Min=-1.93, Max=1.93
model.layers.15.self_attn.o_proj Hadamard: Kurtosis=15.48, Min=-1.69, Max=1.69
model.layers.15.mlp.gate_proj Original: Kurtosis=4.83, Min=-5.38, Max=9.80
model.layers.15.mlp.gate_proj Hadamard: Kurtosis=0.03, Min=-1.62, Max=1.77
model.layers.15.mlp.up_proj Original: Kurtosis=4.83, Min=-5.38, Max=9.80
model.layers.15.mlp.up_proj Hadamard: Kurtosis=0.03, Min=-1.62, Max=1.77
model.layers.15.mlp.down_proj Original: Kurtosis=605.97, Min=-6.85, Max=7.48
model.layers.15.mlp.down_proj Hadamard: Kurtosis=1.22, Min=-0.54, Max=0.54
model.layers.16.self_attn.q_proj Original: Kurtosis=34.38, Min=-10.59, Max=10.59
model.layers.16.self_attn.q_proj Hadamard: Kurtosis=0.15, Min=-2.36, Max=2.36
model.layers.16.self_attn.k_proj Original: Kurtosis=34.38, Min=-10.59, Max=10.59
model.layers.16.self_attn.k_proj Hadamard: Kurtosis=0.15, Min=-2.36, Max=2.36
model.layers.16.self_attn.v_proj Original: Kurtosis=34.38, Min=-10.59, Max=10.59
model.layers.16.self_attn.v_proj Hadamard: Kurtosis=0.15, Min=-2.36, Max=2.36
model.layers.16.self_attn.o_proj Original: Kurtosis=10.59, Min=-1.23, Max=1.41
model.layers.16.self_attn.o_proj Hadamard: Kurtosis=16.30, Min=-1.25, Max=1.47
model.layers.16.mlp.gate_proj Original: Kurtosis=3.01, Min=-4.91, Max=9.27
model.layers.16.mlp.gate_proj Hadamard: Kurtosis=0.06, Min=-1.67, Max=1.73
model.layers.16.mlp.up_proj Original: Kurtosis=3.01, Min=-4.91, Max=9.27
model.layers.16.mlp.up_proj Hadamard: Kurtosis=0.06, Min=-1.67, Max=1.73
model.layers.16.mlp.down_proj Original: Kurtosis=497.59, Min=-7.64, Max=8.48
model.layers.16.mlp.down_proj Hadamard: Kurtosis=1.15, Min=-0.59, Max=0.59
model.layers.17.self_attn.q_proj Original: Kurtosis=38.13, Min=-10.76, Max=11.84
model.layers.17.self_attn.q_proj Hadamard: Kurtosis=0.15, Min=-2.40, Max=2.40
model.layers.17.self_attn.k_proj Original: Kurtosis=38.13, Min=-10.76, Max=11.84
model.layers.17.self_attn.k_proj Hadamard: Kurtosis=0.15, Min=-2.40, Max=2.40
model.layers.17.self_attn.v_proj Original: Kurtosis=38.13, Min=-10.76, Max=11.84
model.layers.17.self_attn.v_proj Hadamard: Kurtosis=0.15, Min=-2.40, Max=2.40
model.layers.17.self_attn.o_proj Original: Kurtosis=15.64, Min=-1.92, Max=1.92
model.layers.17.self_attn.o_proj Hadamard: Kurtosis=16.42, Min=-1.66, Max=1.67
model.layers.17.mlp.gate_proj Original: Kurtosis=3.14, Min=-6.07, Max=10.64
model.layers.17.mlp.gate_proj Hadamard: Kurtosis=0.08, Min=-1.87, Max=1.94
model.layers.17.mlp.up_proj Original: Kurtosis=3.14, Min=-6.07, Max=10.64
model.layers.17.mlp.up_proj Hadamard: Kurtosis=0.08, Min=-1.87, Max=1.94
model.layers.17.mlp.down_proj Original: Kurtosis=562.94, Min=-8.23, Max=8.23
model.layers.17.mlp.down_proj Hadamard: Kurtosis=1.47, Min=-0.64, Max=0.64
model.layers.18.self_attn.q_proj Original: Kurtosis=45.38, Min=-11.49, Max=13.20
model.layers.18.self_attn.q_proj Hadamard: Kurtosis=0.23, Min=-2.97, Max=2.97
model.layers.18.self_attn.k_proj Original: Kurtosis=45.38, Min=-11.49, Max=13.20
model.layers.18.self_attn.k_proj Hadamard: Kurtosis=0.23, Min=-2.97, Max=2.97
model.layers.18.self_attn.v_proj Original: Kurtosis=45.38, Min=-11.49, Max=13.20
model.layers.18.self_attn.v_proj Hadamard: Kurtosis=0.23, Min=-2.97, Max=2.97
model.layers.18.self_attn.o_proj Original: Kurtosis=15.88, Min=-3.09, Max=3.27
model.layers.18.self_attn.o_proj Hadamard: Kurtosis=8.49, Min=-2.10, Max=2.10
model.layers.18.mlp.gate_proj Original: Kurtosis=2.20, Min=-6.26, Max=9.62
model.layers.18.mlp.gate_proj Hadamard: Kurtosis=0.11, Min=-1.96, Max=2.04
model.layers.18.mlp.up_proj Original: Kurtosis=2.20, Min=-6.26, Max=9.62
model.layers.18.mlp.up_proj Hadamard: Kurtosis=0.11, Min=-1.96, Max=2.04
model.layers.18.mlp.down_proj Original: Kurtosis=332.25, Min=-8.21, Max=10.47
model.layers.18.mlp.down_proj Hadamard: Kurtosis=1.34, Min=-0.74, Max=0.85
model.layers.19.self_attn.q_proj Original: Kurtosis=47.80, Min=-10.59, Max=12.73
model.layers.19.self_attn.q_proj Hadamard: Kurtosis=0.21, Min=-2.61, Max=2.61
model.layers.19.self_attn.k_proj Original: Kurtosis=47.80, Min=-10.59, Max=12.73
model.layers.19.self_attn.k_proj Hadamard: Kurtosis=0.21, Min=-2.61, Max=2.61
model.layers.19.self_attn.v_proj Original: Kurtosis=47.80, Min=-10.59, Max=12.73
model.layers.19.self_attn.v_proj Hadamard: Kurtosis=0.21, Min=-2.61, Max=2.61
model.layers.19.self_attn.o_proj Original: Kurtosis=8.48, Min=-1.96, Max=2.04
model.layers.19.self_attn.o_proj Hadamard: Kurtosis=12.70, Min=-1.90, Max=1.90
model.layers.19.mlp.gate_proj Original: Kurtosis=3.12, Min=-7.45, Max=13.39
model.layers.19.mlp.gate_proj Hadamard: Kurtosis=0.13, Min=-2.17, Max=2.29
model.layers.19.mlp.up_proj Original: Kurtosis=3.12, Min=-7.45, Max=13.39
model.layers.19.mlp.up_proj Hadamard: Kurtosis=0.13, Min=-2.17, Max=2.29
model.layers.19.mlp.down_proj Original: Kurtosis=181225.53, Min=-11.12, Max=128.12
model.layers.19.mlp.down_proj Hadamard: Kurtosis=353.66, Min=-5.79, Max=5.79
model.layers.20.self_attn.q_proj Original: Kurtosis=26.46, Min=-9.44, Max=11.07
model.layers.20.self_attn.q_proj Hadamard: Kurtosis=0.11, Min=-2.74, Max=2.82
model.layers.20.self_attn.k_proj Original: Kurtosis=26.46, Min=-9.44, Max=11.07
model.layers.20.self_attn.k_proj Hadamard: Kurtosis=0.11, Min=-2.74, Max=2.82
model.layers.20.self_attn.v_proj Original: Kurtosis=26.46, Min=-9.44, Max=11.07
model.layers.20.self_attn.v_proj Hadamard: Kurtosis=0.11, Min=-2.74, Max=2.82
model.layers.20.self_attn.o_proj Original: Kurtosis=10.46, Min=-3.73, Max=3.73
model.layers.20.self_attn.o_proj Hadamard: Kurtosis=6.62, Min=-3.76, Max=3.76
model.layers.20.mlp.gate_proj Original: Kurtosis=2.42, Min=-8.23, Max=9.67
model.layers.20.mlp.gate_proj Hadamard: Kurtosis=0.09, Min=-2.32, Max=2.32
model.layers.20.mlp.up_proj Original: Kurtosis=2.42, Min=-8.23, Max=9.67
model.layers.20.mlp.up_proj Hadamard: Kurtosis=0.09, Min=-2.32, Max=2.32
model.layers.20.mlp.down_proj Original: Kurtosis=461.01, Min=-17.20, Max=17.20
model.layers.20.mlp.down_proj Hadamard: Kurtosis=0.90, Min=-1.08, Max=1.08
model.layers.21.self_attn.q_proj Original: Kurtosis=23.01, Min=-7.54, Max=9.95
model.layers.21.self_attn.q_proj Hadamard: Kurtosis=0.09, Min=-2.54, Max=2.54
model.layers.21.self_attn.k_proj Original: Kurtosis=23.01, Min=-7.54, Max=9.95
model.layers.21.self_attn.k_proj Hadamard: Kurtosis=0.09, Min=-2.54, Max=2.54
model.layers.21.self_attn.v_proj Original: Kurtosis=23.01, Min=-7.54, Max=9.95
model.layers.21.self_attn.v_proj Hadamard: Kurtosis=0.09, Min=-2.54, Max=2.54
model.layers.21.self_attn.o_proj Original: Kurtosis=7.65, Min=-3.32, Max=3.65
